name,state,district,category,lat,lng,image_url,image_attribution,source
Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Punjab,Jalandhar,,31.173687,75.406469,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Punjab,Jalandhar,,31.12753,75.47905,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rajpur (Mutiny cemetery),Delhi,North,,28.691775,77.206409,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kos Minar,Delhi,New Delhi,,28.602408,77.245498,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Mosque,Delhi,North,,28.670546,77.230684,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sheesh Mahal,Delhi,North West,Palace / Haveli,28.720468,77.154353,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tripolia Gateways,Delhi,North,,28.687163,77.194232,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tripolia Gateways,Delhi,North,,28.685365,77.195857,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Roshanara & Baradari,Delhi,North,Monument / Tomb,28.673612,77.200267,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Punjabi gate in the Roshanara bagh,Delhi,North,,28.673608,77.201666,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The remaining gateways of old magazine with their adjoining building - A,Delhi,North,,28.662095,77.234551,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The remaining gateways of old magazine with their adjoinimg building - B,Delhi,North,,28.661409,77.235562,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Uggar Sain's Baoli,Delhi,New Delhi,Stepwell / Baoli,28.625862,77.225015,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Shershah gate,Delhi,New Delhi,,28.608212,77.239551,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Purana Quila,Delhi,New Delhi,,28.610767,77.242621,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The tomb of Mohammed Shah known as Mubarak Khan- Ka-Gumbaz,Delhi,New Delhi,Monument / Tomb,28.590946,77.218292,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Remainig Gateways of Arab Sarai and of Abadi-Bagh-Buhalima,Delhi,South East,,28.591196,77.246044,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ruined Forts of Samudra Gupta &Hansa Gupta,Uttar Pradesh,Allahabad,,25.42601,81.900134,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cave known as Sita-ki-Rasoi,Uttar Pradesh,Allahabad,,25.30677,81.79934,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lord Cornwallis tomb,Uttar Pradesh,Ghazipur,Monument / Tomb,25.558761,83.545725,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Extensive mound called HatgauhaDih,Uttar Pradesh,Allahabad,,25.536434,81.806315,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Garhwa Fort,Uttar Pradesh,Allahabad,Fort,25.22582,81.585866,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Large mound called Surya Bhita,Uttar Pradesh,Allahabad,,25.593417,81.642781,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old Nawabi Mosque.,Uttar Pradesh,Ambedkar Nagar,,26.42178,82.537527,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Monuments of Captains Wilsons and Jones,Uttar Pradesh,Azamgarh,,26.057372,83.184786,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old British Cemetery,Uttar Pradesh,Azamgarh,,26.077726,83.189901,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site called Garhwa-ka-Kot or Rajbhar-ka-Kot,Uttar Pradesh,Azamgarh,,25.95789,83.349552,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site,Uttar Pradesh,Azamgarh,,25.9589,83.344847,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Abhiman,Uttar Pradesh,Azamgarh,Monument / Tomb,25.883,83.116668,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Inscribed stone pillar,Uttar Pradesh,Azamgarh,,25.76026,83.144604,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A banyan grove containing traces of ancient building,Uttar Pradesh,Ballia,,25.80245,83.807125,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site consisting of ruined fort,Uttar Pradesh,Chandauli,Fort,25.453749,83.253559,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Long mound,Uttar Pradesh,Chandauli,,25.453002,83.253961,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Small conical mound of ruins called Devi-ka-Sthan,Uttar Pradesh,Chandauli,Temple,25.45212,83.252599,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Large mound of brick ruins,Uttar Pradesh,Chandauli,,25.450309,83.349005,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old ruined Kot,Uttar Pradesh,Chandauli,,25.393749,83.347161,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound representing the ancient Sukalpura,Uttar Pradesh,Chandauli,,25.042933,83.190017,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Inscribed monolith,Uttar Pradesh,Deoria,,26.16741,83.869863,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
An Inscribed stone pillar,Uttar Pradesh,Deoria,,26.269329,83.854602,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Two ruined temples,Uttar Pradesh,Deoria,,26.268791,83.85651,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Long low mound of ruins,Uttar Pradesh,Deoria,,26.396065,83.855513,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site,Uttar Pradesh,Deoria,,26.387469,83.861278,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site,Uttar Pradesh,Deoria,,26.461842,83.608632,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
High square shaped mound,Uttar Pradesh,Deoria,,26.459708,83.608,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Extensive mound,Uttar Pradesh,Deoria,,26.260653,83.907051,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound apparently the remains of Buddhist stupa,Uttar Pradesh,Deoria,,26.628606,83.891269,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mounds known as Mani-Parbat,Uttar Pradesh,Faizabad,,26.793545,82.199951,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mounds known as Kuber-Parbat &Sugrib Parbat.,Uttar Pradesh,Faizabad,,26.79359,82.199868,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bebikhanamâs Tomb.,Uttar Pradesh,Faizabad,Monument / Tomb,26.791632,82.144308,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gulab Bari.,Uttar Pradesh,Faizabad,,26.780414,82.157062,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Shuja-ud-Daula.,Uttar Pradesh,Faizabad,Monument / Tomb,26.779967,82.157473,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Bahu-Begum.,Uttar Pradesh,Faizabad,Monument / Tomb,26.766125,82.144475,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Haji Iqbal,Uttar Pradesh,Faizabad,Monument / Tomb,26.778845,82.175692,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Enormous Mound known as Masaon-Dih,Uttar Pradesh,Ghazipur,,25.552602,83.205291,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bridge of the Gangi river,Uttar Pradesh,Ghazipur,,25.61465,83.201305,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhitari Gupta pillar,Uttar Pradesh,Ghazipur,,25.564224,83.289573,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Entire ruined fort enclosure,Uttar Pradesh,Ghazipur,Fort,25.571032,83.285309,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Remains of the Gupta period,Uttar Pradesh,Ghazipur,,25.572354,83.28917,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound of ruins with remains of temples,Uttar Pradesh,Ghazipur,,25.430844,83.669917,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound of ruins called Suiri-ka-Raj,Uttar Pradesh,Ghazipur,,25.528283,83.489875,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Stone Lat or Pillar standing on the western end,Uttar Pradesh,Ghazipur,,25.396064,83.577247,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
High Khera,Uttar Pradesh,Ghazipur,,25.554817,83.204433,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound of ruins,Uttar Pradesh,Ghazipur,,25.556489,83.20635,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Two statues representing Varah and Krishna with Gopies,Uttar Pradesh,Ghazipur,,25.537764,83.190902,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A mound,Uttar Pradesh,Gonda,,27.379508,81.956601,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound covered with bricks with the ruins of the temple of Asokanath Mahadeva.,Uttar Pradesh,Gonda,Temple,27.368833,81.951186,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Extensive remains of a very large  ancient city,Uttar Pradesh,Grokhapur,,26.659591,83.577707,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A series of enormous mounds,Uttar Pradesh,Gorakhpur,,26.558722,83.219694,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Three high conical mounds of brick (ruins of stupas),Uttar Pradesh,Gorakhpur,,26.670078,83.57435,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site,Uttar Pradesh,Gorakhpur,,26.439706,83.43855,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Extensive mound,Uttar Pradesh,Gorakhpur,,26.769064,83.559192,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Large and high mound, the ruins of the ancient Domangarh",Uttar Pradesh,Gorakhpur,,26.760439,83.333517,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Atala Masjid,Uttar Pradesh,Jaunpur,,25.752739,82.690267,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cemetery of seven kings of the Sharqui dynasty,Uttar Pradesh,Jaunpur,,25.750279,82.693029,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jaunpur Fort,Uttar Pradesh,Jaunpur,Fort,25.749754,82.688517,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hammam or Turkish bath in the old fort,Uttar Pradesh,Jaunpur,Fort,25.749279,82.68821,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jhanjhri Masjid,Uttar Pradesh,Jaunpur,,25.743319,82.700711,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jama Masjid,Uttar Pradesh,Jaunpur,,25.759072,82.685022,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Khails Muklis or Char Ungli Masjid,Uttar Pradesh,Jaunpur,,25.757679,82.672578,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tombs of Sharqui kings of Jaunpur,Uttar Pradesh,Jaunpur,,25.759688,82.68502,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lal Masjid (LalDarwaza),Uttar Pradesh,Jaunpur,,25.769899,82.670867,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Stone image of a gigantic lion,Uttar Pradesh,Jaunpur,,25.74833,82.684433,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Nawab Ghazi Khan,Uttar Pradesh,Jaunpur,Monument / Tomb,25.746998,82.675577,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gateway of Hazrat Chirag-I-Hindâs palace,Uttar Pradesh,Jaunpur,Palace / Haveli,25.697515,82.734221,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sheikh Burhanâs Mosque,Uttar Pradesh,Jaunpur,,25.699164,82.731825,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Walls of the old Kankar fort of Jayachandra,Uttar Pradesh,Jaunpur,Fort,25.69634,82.732463,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort attributed to Jay Chandra,Uttar Pradesh,Kaushambi,Fort,25.699447,81.368072,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The ancient fortress,Uttar Pradesh,Kaushambi,,25.344794,81.38165,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Artificial cave in the fane of the hill of Pabhosa,Uttar Pradesh,Kaushambi,,25.354969,81.317446,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Traces of a large brick building on the summit of Pabhosa hill,Uttar Pradesh,Kaushambi,,25.355396,81.317491,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Circular shaped mound and the remains of a stupa,Uttar Pradesh,Kushinagar,,26.675092,84.038943,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Large dih or mound,Uttar Pradesh,Kushinagar,,26.676818,84.043358,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Large flat topped mound of ruins called Jharmatiya,Uttar Pradesh,Kushinagar,,26.700053,84.097569,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A Very large Mound of brick ruins called Asmanpurdih,Uttar Pradesh,Kushinagar,,26.627424,84.041032,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
